iter	Passed	Remaining
576	6809	4992
577	6822	4981
578	6837	4971
579	6851	4961
580	6864	4950
581	6877	4939
582	6892	4929
583	6909	4921
584	6922	4910
585	6933	4898
586	6946	4887
587	6996	4902
588	7029	4904
589	7040	4892
590	7053	4881
591	7066	4869
592	7078	4858
593	7093	4848
594	7114	4842
595	7130	4833
596	7158	4832
597	7185	4830
598	7197	4818
599	7209	4806
600	7220	4793
601	7231	4780
602	7241	4767
603	7253	4755
604	7264	4742
605	7274	4729
606	7285	4717
607	7296	4704
608	7307	4691
609	7318	4679
610	7329	4666
611	7339	4653
612	7348	4639
613	7356	4625
614	7366	4611
615	7374	4597
616	7384	4583
617	7394	4570
618	7404	4557
619	7413	4543
620	7421	4529
621	7430	4515
622	7438	4501
623	7446	4486
624	7454	4472
625	7463	4459
626	7473	4445
627	7482	4432
628	7491	4418
629	7499	4404
630	7508	4390
631	7518	4377
632	7528	4364
633	7536	4350
634	7544	4336
635	7553	4322
636	7561	4309
637	7569	4295
638	7578	4281
639	7587	4267
640	7597	4255
641	7609	4243
642	7624	4233
643	7644	4225
644	7663	4217
645	7679	4208
646	7694	4197
647	7709	4187
648	7728	4179
649	7739	4167
650	7750	4155
651	7763	4143
652	7819	4155
653	7834	4144
654	7856	4138
655	7876	4130
656	7891	4120
657	7923	4118
658	7966	4122
659	7981	4111
660	7993	4099
661	8004	4086
662	8016	4074
663	8026	4061
664	8035	4048
665	8045	4034
666	8055	4021
667	8064	4008
668	8075	3995
669	8087	3983
670	8108	3975
671	8129	3967
672	8142	3956
673	8151	3942
674	8161	3929
675	8175	3918
676	8185	3905
677	8195	3892
678	8206	3879
679	8217	3867
680	8229	3854
681	8241	3842
682	8253	3830
683	8279	3825
684	8293	3813
685	8306	3802
686	8319	3790
687	8329	3777
688	8341	3764
689	8353	3752
690	8363	3740
691	8374	3727
692	8385	3714
693	8396	3702
694	8407	3689
695	8418	3677
696	8428	3664
697	8439	3651
698	8449	3638
699	8459	3625
700	8470	3612
701	8483	3601
702	8493	3588
703	8506	3576
704	8529	3568
705	8546	3559
706	8588	3559
707	8633	3560
708	8650	3550
709	8667	3540
710	8681	3528
711	8694	3516
712	8705	3504
713	8717	3491
714	8727	3478
715	8737	3465
716	8746	3452
717	8754	3438
718	8764	3425
719	8774	3412
720	8783	3399
721	8794	3386
722	8803	3372
723	8813	3359
724	8822	3346
725	8831	3333
726	8840	3319
727	8849	3306
728	8859	3293
729	8868	3280
730	8877	3266
731	8886	3253
732	8895	3240
733	8904	3226
734	8913	3213
735	8923	3200
736	8931	3187
737	8942	3174
738	8950	3161
739	8959	3147
740	8967	3134
741	8975	3120
742	8984	3107
743	8994	3094
744	9002	3081
745	9011	3068
746	9020	3055
747	9029	3041
748	9037	3028
749	9045	3015
750	9053	3001
751	9062	2988
752	9069	2975
753	9078	2961
754	9086	2948
755	9094	2935
756	9103	2922
757	9112	2909
758	9121	2896
759	9130	2883
760	9138	2870
761	9147	2857
762	9156	2844
763	9166	2831
764	9174	2818
765	9183	2805
766	9191	2792
767	9198	2778
768	9207	2765
769	9215	2752
770	9224	2739
771	9232	2726
772	9241	2713
773	9250	2700
774	9259	2688
775	9268	2675
776	9276	2662
777	9284	2649
778	9293	2636
779	9302	2623
780	9310	2610
781	9320	2598
782	9329	2585
783	9337	2572
784	9346	2559
785	9354	2546
786	9363	2534
787	9373	2521
788	9385	2509
789	9394	2497
790	9403	2484
791	9412	2472
792	9422	2459
793	9431	2446
794	9440	2434
795	9448	2421
796	9457	2408
797	9466	2396
798	9474	2383
799	9484	2371
800	9493	2358
801	9502	2346
802	9511	2333
803	9540	2325
804	9552	2313
805	9561	2301
806	9569	2288
807	9579	2276
808	9588	2263
809	9597	2251
810	9606	2238
811	9615	2226
812	9623	2213
813	9632	2201
814	9641	2188
815	9649	2175
816	9657	2163
817	9666	2150
818	9674	2138
819	9682	2125
820	9691	2112
821	9700	2100
822	9708	2088
823	9719	2075
824	9727	2063
825	9735	2050
826	9742	2038
827	9751	2025
828	9760	2013
829	9768	2000
830	9777	1988
831	9785	1975
832	9793	1963
833	9801	1950
834	9809	1938
835	9818	1926
836	9825	1913
837	9834	1901
838	9843	1888
839	9852	1876
840	9861	1864
841	9869	1852
842	9878	1839
843	9886	1827
844	9895	1815
845	9904	1802
846	9913	1790
847	9922	1778
848	9931	1766
849	9941	1754
850	9950	1742
851	9959	1730
852	9968	1717
853	9978	1705
854	9987	1693
855	9997	1681
856	10006	1669
857	10015	1657
858	10023	1645
859	10032	1633
860	10040	1620
861	10049	1608
862	10057	1596
863	10065	1584
864	10074	1572
865	10083	1560
866	10091	1548
867	10099	1535
868	10109	1523
869	10117	1511
870	10127	1499
871	10136	1487
872	10144	1475
873	10153	1463
874	10162	1451
875	10170	1439
876	10179	1427
877	10187	1415
878	10195	1403
879	10203	1391
880	10212	1379
881	10221	1367
882	10230	1355
883	10241	1343
884	10250	1331
885	10259	1320
886	10269	1308
887	10278	1296
888	10287	1284
889	10295	1272
890	10304	1260
891	10313	1248
892	10322	1236
893	10331	1225
894	10341	1213
895	10349	1201
896	10357	1189
897	10366	1177
898	10374	1165
899	10382	1153
900	10392	1141
901	10402	1130
902	10410	1118
903	10419	1106
904	10427	1094
905	10436	1082
906	10443	1070
907	10452	1059
908	10460	1047
909	10469	1035
910	10478	1023
911	10486	1011
912	10495	1000
913	10503	988
914	10512	976
915	10521	964
916	10531	953
917	10540	941
918	10549	929
919	10558	918
920	10567	906
921	10576	894
922	10586	883
923	10595	871
924	10604	859
925	10612	848
926	10622	836
927	10630	824
928	10639	813
929	10648	801
930	10657	789
931	10666	778
932	10674	766
933	10682	754
934	10691	743
935	10700	731
936	10707	719
937	10716	708
938	10725	696
939	10733	685
940	10741	673
941	10751	661
942	10759	650
943	10767	638
944	10777	627
945	10785	615
946	10794	604
947	10803	592
948	10812	581
949	10821	569
950	10829	557
951	10836	546
952	10844	534
953	10853	523
954	10862	511
955	10871	500
956	10880	488
957	10888	477
958	10896	465
959	10904	454
960	10913	442
961	10921	431
962	10932	420
963	10987	410
964	11005	399
965	11015	387
966	11025	376
967	11035	364
968	11045	353
969	11054	341
970	11063	330
971	11072	318
972	11081	307
973	11090	296
974	11098	284
975	11107	273
976	11116	261
977	11125	250
978	11134	238
979	11145	227
980	11154	216
981	11163	204
982	11173	193
983	11183	181
984	11192	170
985	11201	159
986	11211	147
987	11219	136
988	11229	124
989	11239	113
990	11248	102
991	11257	90
992	11264	79
993	11272	68
994	11280	56
995	11289	45
996	11298	33
997	11309	22
998	11318	11
999	11328	0
